id,query,dimension_tuple_json,is_realistic_and_kept,notes_for_filtering
SYN211,"Looking for an advanced recipe that uses apples chicken and cinnamon, any cuisine will do!","{""DietaryNeedsOrRestrictions"":""no restrictions"",""AvailableIngredientsFocus"":""must_use_specific: apples, chicken, cinnamon"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN212,"i need a complex dish with apples, chicken, and cinnamon but i have no time limits","{""DietaryNeedsOrRestrictions"":""no restrictions"",""AvailableIngredientsFocus"":""must_use_specific: apples, chicken, cinnamon"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN213,"could you suggest a high-effort recipe using apples, chicken and cinnamon, i want something impressive 💪","{""DietaryNeedsOrRestrictions"":""no restrictions"",""AvailableIngredientsFocus"":""must_use_specific: apples, chicken, cinnamon"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN214,"Can you help me find a creative recipe that uses chicken, cinnamon, and apples? I prefer something with a bit of effort!","{""DietaryNeedsOrRestrictions"":""no restrictions"",""AvailableIngredientsFocus"":""must_use_specific: apples, chicken, cinnamon"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN215,want to make something special with apples chicken & cinnamon I have all the time in the world,"{""DietaryNeedsOrRestrictions"":""no restrictions"",""AvailableIngredientsFocus"":""must_use_specific: apples, chicken, cinnamon"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN216,can you give me a japanese recipe that uses salmon asparagus and lemon? it should be pescatarian and take around 30-60 mins to make,"{""DietaryNeedsOrRestrictions"":""pescatarian"",""AvailableIngredientsFocus"":""must_use_specific: salmon, asparagus, lemon"",""CuisinePreference"":""specific_cuisine: japanese"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN217,i'm looking for a way to use salmon asparagus and some lemon to make a moderate effort japanese meal. any ideas?,"{""DietaryNeedsOrRestrictions"":""pescatarian"",""AvailableIngredientsFocus"":""must_use_specific: salmon, asparagus, lemon"",""CuisinePreference"":""specific_cuisine: japanese"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN218,"Need salmon and asparagus recipe 🐟🌿 with lemon for a pescatarian dinner, intermediate level prep, around 1 hour plz!","{""DietaryNeedsOrRestrictions"":""pescatarian"",""AvailableIngredientsFocus"":""must_use_specific: salmon, asparagus, lemon"",""CuisinePreference"":""specific_cuisine: japanese"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN219,"whats a good intermediate japanese dish that i can whip up with salmon, asparagus and lemon? i have about 30 to 60 mins","{""DietaryNeedsOrRestrictions"":""pescatarian"",""AvailableIngredientsFocus"":""must_use_specific: salmon, asparagus, lemon"",""CuisinePreference"":""specific_cuisine: japanese"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN220,"i wanna make a pescatarian dish for dinner but it has to have salmon, asparagus and lemon. any japanese recipe you can suggest? thx!","{""DietaryNeedsOrRestrictions"":""pescatarian"",""AvailableIngredientsFocus"":""must_use_specific: salmon, asparagus, lemon"",""CuisinePreference"":""specific_cuisine: japanese"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN221,"looking for a dairy-free recipe using chickpeas, coconut milk, and spinach that's not too hard to make","{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""must_use_specific: chickpeas, coconut milk, spinach"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN222,need a quick chickpeas recipe with coconut milk and spinach no dairy please,"{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""must_use_specific: chickpeas, coconut milk, spinach"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN223,"I want something dairy free, can you help me cook spinach with chickpeas and coconut milk in under an hour?","{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""must_use_specific: chickpeas, coconut milk, spinach"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN224,wht s a good dairy free recipe 2 make with chickpeas & spinach + coconut milk,"{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""must_use_specific: chickpeas, coconut milk, spinach"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN225,"pls give me an easy recipe for a dairy-free dish with chickpeas, coconut milk, and spinach thx! 🥘","{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""must_use_specific: chickpeas, coconut milk, spinach"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN226,need low-carb indian recipe quick,"{""DietaryNeedsOrRestrictions"":""low-carb"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: indian"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN227,whats an easy low carb dinner?,"{""DietaryNeedsOrRestrictions"":""low-carb"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: indian"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN228,Quick low-carb indian meal plz!,"{""DietaryNeedsOrRestrictions"":""low-carb"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: indian"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN229,looking for easy indian recipes under 30 mins,"{""DietaryNeedsOrRestrictions"":""low-carb"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: indian"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN230,need a simple low carb recipe using pantry stuff,"{""DietaryNeedsOrRestrictions"":""low-carb"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: indian"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN231,"i'm looking for a keto dish using cauliflower, cheese and bacon, something american maybe?","{""DietaryNeedsOrRestrictions"":""keto"",""AvailableIngredientsFocus"":""must_use_specific: cauliflower, cheese, bacon"",""CuisinePreference"":""specific_cuisine: american"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN232,Have some cauliflower and bacon + cheese can you help with a keto american recipe?,"{""DietaryNeedsOrRestrictions"":""keto"",""AvailableIngredientsFocus"":""must_use_specific: cauliflower, cheese, bacon"",""CuisinePreference"":""specific_cuisine: american"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN233,need a keto recipe that uses Cauliflower and CHEESE and baconnn,"{""DietaryNeedsOrRestrictions"":""keto"",""AvailableIngredientsFocus"":""must_use_specific: cauliflower, cheese, bacon"",""CuisinePreference"":""specific_cuisine: american"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN234,"what's a good intermediate level keto recipe I can make with cauliflower, cheese, and bacon?","{""DietaryNeedsOrRestrictions"":""keto"",""AvailableIngredientsFocus"":""must_use_specific: cauliflower, cheese, bacon"",""CuisinePreference"":""specific_cuisine: american"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN235,keto recipe req. with cauliflower cheese bacon 🍽️ pls!!,"{""DietaryNeedsOrRestrictions"":""keto"",""AvailableIngredientsFocus"":""must_use_specific: cauliflower, cheese, bacon"",""CuisinePreference"":""specific_cuisine: american"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN236,looking for a quick recipe 🍳,"{""DietaryNeedsOrRestrictions"":""no restrictions"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN237,need an easy dinner i can make in under 30 mins,"{""DietaryNeedsOrRestrictions"":""no restrictions"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN238,any simple meal ideas with pantry stuff?,"{""DietaryNeedsOrRestrictions"":""no restrictions"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN239,whats a fast recipe for dinner?,"{""DietaryNeedsOrRestrictions"":""no restrictions"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN240,HELP need a quick and easy dish!,"{""DietaryNeedsOrRestrictions"":""no restrictions"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN241,can u suggest a middle eastern dish using ground beef lentils and spices that is halal? something that takes around 30 to 60 mins to prepare,"{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""must_use_specific: ground beef, lentils, spices"",""CuisinePreference"":""specific_cuisine: middle-eastern"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN242,looking for a halal recipe featuring ground beef and lentils with middle eastern spices. intermediate level would be great,"{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""must_use_specific: ground beef, lentils, spices"",""CuisinePreference"":""specific_cuisine: middle-eastern"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN243,i need a nice recipe for a middle eastern dish with beef lentils and spices! halal please and I can spend about 45 mins cooking,"{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""must_use_specific: ground beef, lentils, spices"",""CuisinePreference"":""specific_cuisine: middle-eastern"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN244,pls help me out! want to make something halal with ground beef and lentils. i have mid-level cooking skills and around 30-60 mins to get it done🥘,"{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""must_use_specific: ground beef, lentils, spices"",""CuisinePreference"":""specific_cuisine: middle-eastern"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN245,what's a good middle-eastern recipe using lentils ground beef and spices that I can make in about 30-60 minutes and still be halal?,"{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""must_use_specific: ground beef, lentils, spices"",""CuisinePreference"":""specific_cuisine: middle-eastern"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN246,could you recommend a complex soy-free recipe from any cuisine that I can make in around 30 to 60 minutes?,"{""DietaryNeedsOrRestrictions"":""soy-free"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN247,"Looking for an advanced and detailed recipe that's soy free. Time tight, about 30-60 mins","{""DietaryNeedsOrRestrictions"":""soy-free"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN248,"I need a HIGH EFFORT soy-free dish that’s a bit of a challenge, any cuisine your choice. Should take around 30 to 60 minutes","{""DietaryNeedsOrRestrictions"":""soy-free"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN249,can u help me find a recipe that's soy free and requires advanced skills? I have around 30 to 60 mins to spend,"{""DietaryNeedsOrRestrictions"":""soy-free"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN250,"pls give me a challenging recipe, soy-free and any cuisine will do! I can spend about 30-60 mins on it 😅","{""DietaryNeedsOrRestrictions"":""soy-free"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
